date,open,high,low,close,adj_close,volume,company_ticker
2020-06-24,111.91013187225523,112.12045795971379,108.48095223555414,109.24909210205078,109.24909210205078,2102900,ADI
2020-06-24,57.69047963193358,58.22597651188486,56.56210599518063,57.346229553222656,57.346229553222656,7937300,AMAT
2020-06-24,53.939998626708984,54.7400016784668,51.91999816894531,52.38999938964844,52.38999938964844,53535500,AMD
2020-06-24,27.43088495577607,27.587911730707454,27.01480858949353,27.233049392700195,27.233049392700195,19096000,AVGO
2020-06-24,53.165669953990566,53.31721706073708,52.300968993517024,52.675376892089844,52.675376892089844,27764500,INTC
2020-06-24,48.53891271048089,48.97883943594787,46.94538849836184,47.209346771240234,47.209346771240234,19346500,MU
2020-06-24,9.445116640322798,9.525103726424007,9.114456647849954,9.205158233642578,9.205158233642578,449372000,NVDA
2020-06-24,80.15540692636515,80.7486878862799,78.58232220054319,80.1284408569336,80.1284408569336,8208800,QCOM
2020-06-24,52.155089865949726,52.476980204890104,51.6492661999615,52.0355339050293,52.0355339050293,7080200,TSM
2020-06-24,108.92116882922609,110.23389288071478,107.0433643609271,107.79100799560547,107.79100799560547,4747100,TXN
2020-06-25,109.56913578442042,110.00807380083494,107.54820697131103,109.82518005371094,109.82518005371094,1809100,ADI
2020-06-25,56.99240612303355,57.44184406153056,56.04572220092929,57.35578155517578,57.35578155517578,6298900,AMAT
2020-06-25,52.560001373291016,52.70000076293945,50.540000915527344,51.93000030517578,51.93000030517578,51129600,AMD
2020-06-25,27.152313786157702,27.455720482701185,26.88084241014931,27.399829864501953,27.399829864501953,15029000,AVGO
2020-06-25,52.57731600350629,52.67537529302682,51.240151293140656,52.1583366394043,52.1583366394043,21906900,INTC
2020-06-25,47.160469129392915,48.20652397641715,46.22194952916164,48.08920669555664,48.08920669555664,14971900,MU
2020-06-25,9.325014554198594,9.473774268204053,9.152084475926483,9.458823204040527,9.458823204040527,376072000,NVDA
2020-06-25,79.73291929516823,80.41608943132482,78.49243210892251,79.96663665771484,79.96663665771484,7062600,QCOM
2020-06-25,52.017129986414986,52.50455952541682,51.45612432393221,52.45857620239258,52.45857620239258,4509600,TSM
2020-06-25,107.79970282818354,108.96463191701793,106.36526997208841,108.7212142944336,108.7212142944336,2617200,TXN
2020-06-26,109.61486832922026,109.75202992792381,107.1184225825621,107.78597259521484,107.78597259521484,2264100,ADI
2020-06-26,56.963720954438614,57.50878228944653,55.47197203095472,55.82578659057617,55.82578659057617,12786500,AMAT
2020-06-26,51.849998474121094,51.95000076293945,49.45000076293945,50.099998474121094,50.099998474121094,65485700,AMD
2020-06-26,27.818576699699456,28.0146372603119,26.89415945624737,27.27208709716797,27.27208709716797,31425000,AVGO
2020-06-26,52.14050666766023,52.35445110016153,50.87465573978337,51.25797653198242,51.25797653198242,38477500,INTC
2020-06-26,48.05010299933604,48.24562433533295,47.06270309763165,47.40487289428711,47.40487289428711,16929700,MU
2020-06-26,9.46878958777205,9.46878958777205,9.095021577728417,9.124922752380371,9.124922752380371,592084000,NVDA
2020-06-26,80.06552727509802,80.65880830565082,78.69020270549686,79.12167358398438,79.12167358398438,9126500,QCOM
2020-06-26,52.42179498396784,52.66091039989046,51.695246457109576,51.80561065673828,51.80561065673828,6229300,TSM
2020-06-26,108.34737034987938,108.57340379581328,106.4087185140855,107.25199127197266,107.25199127197266,9870700,TXN
2020-06-29,108.73699320645753,109.10276675170303,107.09098434612007,108.81929016113281,108.81929016113281,1406200,ADI
2020-06-29,55.88316316735002,56.48560076680947,55.04166708153217,56.47603988647461,56.47603988647461,5035900,AMAT
2020-06-29,50.150001525878906,50.279998779296875,48.41999816894531,50.279998779296875,50.279998779296875,49905800,AMD
2020-06-29,27.330638589787615,27.53823430794241,27.00948826423551,27.482343673706055,27.482343673706055,14516000,AVGO
2020-06-29,51.231235550268245,52.015703022268305,50.598308370937616,51.94438934326172,51.94438934326172,22150300,INTC
2020-06-29,47.60039725099355,48.050106048583984,46.51524034175735,48.050106048583984,48.050106048583984,24666200,MU
2020-06-29,9.139623842105053,9.174259658965331,8.870759487799175,9.169774055480957,9.169774055480957,342248000,NVDA
2020-06-29,79.29243914751115,80.13741236094855,77.91711507583774,80.01156616210938,80.01156616210938,5870400,QCOM
2020-06-29,51.814810734082776,51.87918810236352,51.18942757795257,51.86079406738281,51.86079406738281,5016600,TSM
2020-06-29,107.66929829968386,108.62558465655522,106.42612404596126,108.46910095214844,108.46910095214844,3540100,TXN
2020-06-30,109.29479339699888,112.65996143876364,108.82843006179314,112.14787292480469,112.14787292480469,2400500,ADI
2020-06-30,56.5334055928408,58.27377742615037,56.4855939013803,57.80521774291992,57.80521774291992,6067600,AMAT
2020-06-30,51.15999984741211,52.77000045776367,50.81999969482422,52.61000061035156,52.61000061035156,42275700,AMD
2020-06-30,27.497422995646453,28.12907847897448,27.213531426813407,27.999553680419922,27.999553680419922,25125000,AVGO
2020-06-30,52.33662234929174,53.4687554676345,52.18507865815046,53.33504104614258,53.33504104614258,31542100,INTC
2020-06-30,50.621249239488264,51.29581058336081,49.82937806792413,50.367069244384766,50.367069244384766,47852100,MU
2020-06-30,9.283402410581209,9.494954897992837,9.236058796542249,9.466548919677734,9.466548919677734,367892000,NVDA
2020-06-30,80.18237928574842,82.63639466810353,80.00260090336515,81.98918151855469,81.98918151855469,9378500,QCOM
2020-06-30,51.732035578082524,52.41260078978537,51.676853477143425,52.210269927978516,52.210269927978516,7158700,TSM
2020-06-30,108.1474403087964,111.0162992604186,108.1039700355737,110.38167572021484,110.38167572021484,5572400,TXN
2020-07-01,111.82780509218169,111.94668077628431,110.00805620365894,110.07206726074219,110.07206726074219,1587300,ADI
2020-07-01,57.78609504026159,58.120780543941386,56.93503448993433,57.06890869140625,57.06890869140625,5305200,AMAT
